Ft,Fs,Depth
0.42328,0.72685,7.52
0.41782,0.72523,7.52
0.41218,0.7288,7.52
0.40637,0.73047,7.52
0.40193,0.73278,7.52
0.39645,0.7316,7.52
0.39368,0.73384,7.52
0.39208,0.73543,7.52
0.38823,0.73669,7.52
0.38747,0.73591,7.52
0.38752,0.73571,7.52
0.38841,0.73627,7.52
0.38797,0.73559,7.52
0.38827,0.73771,7.52
0.38667,0.73654,7.52
0.38586,0.73472,7.52
0.38654,0.73782,7.52
0.38647,0.73922,7.52
0.38868,0.73895,7.52
0.3871,0.74064,7.52
0.38492,0.74258,7.52
0.38436,0.74275,7.52
0.38348,0.74205,7.52
0.38466,0.74295,7.52
0.38585,0.74255,7.52
0.38527,0.74021,7.52
0.38396,0.73687,7.52
0.38532,0.73713,7.52
0.38652,0.7399,7.52
0.38559,0.7387,7.52
0.38605,0.73986,7.52
0.38682,0.73916,7.52
0.3869,0.73978,7.52
0.38855,0.74077,7.52
0.38987,0.74125,7.52
0.39,0.74147,7.52
0.38916,0.74077,7.52
0.38942,0.73929,7.52
0.38864,0.73977,7.52
0.3859,0.73934,7.52
0.38337,0.73796,7.52
0.38293,0.73724,7.52
0.38265,0.73743,7.52
0.38413,0.73768,7.52
0.38536,0.7363,7.52
0.38645,0.73514,7.52
0.38725,0.73409,7.52
0.38762,0.73122,7.52
0.3868,0.72966,7.52
0.38567,0.72994,7.52
0.38545,0.72902,7.52
0.3869,0.72888,7.52
0.387,0.72976,7.52
0.38788,0.73053,7.52
0.38753,0.73081,7.52
0.38896,0.73236,7.52
0.38852,0.73129,7.52
0.38901,0.73153,7.52
0.38933,0.73147,7.52
0.38901,0.73013,7.52
0.38807,0.72957,7.52
0.3896,0.73249,7.52
0.39005,0.73247,7.52
0.38962,0.7319,7.52
0.3888,0.72927,7.52
0.38767,0.7283,7.52
0.38711,0.7278,7.52
0.38627,0.72722,7.52
0.38607,0.72607,7.52
0.38565,0.72559,7.52
0.38601,0.72499,7.52
0.38603,0.72286,7.52
0.38503,0.72404,7.52
0.38426,0.72023,7.52
0.38255,0.71704,7.52
0.38237,0.7157,7.52
0.38272,0.71422,7.52
0.38278,0.71351,7.52
0.38231,0.71253,7.52
0.38182,0.71289,7.52
0.38046,0.71486,7.52
0.38143,0.71605,7.52
0.38054,0.71558,7.52
0.38038,0.71028,7.52
0.38008,0.71027,7.52
0.37881,0.70766,7.52
0.37836,0.70728,7.52
0.37976,0.70594,7.52
0.37925,0.70717,7.52
0.38018,0.70738,7.52
0.37888,0.70716,7.52
0.38065,0.70554,7.52
0.38019,0.70359,7.52
0.37914,0.70398,7.52
0.38028,0.70246,7.52
0.38004,0.70125,7.52
0.37825,0.69938,7.52
0.37869,0.69805,7.52
0.37873,0.69678,7.52
0.37859,0.69759,7.52
0.3791,0.69783,7.52
0.37897,0.69854,7.52
0.37767,0.69686,7.52
0.37661,0.69577,7.52
0.37696,0.69475,7.52
0.37655,0.69588,7.52
0.3757,0.69463,7.52
0.37525,0.69285,7.52
0.37558,0.69123,7.52
0.37409,0.69064,7.52
0.37504,0.69191,7.52
0.37424,0.68974,7.52
0.37296,0.68877,7.52
0.37277,0.68804,7.52
0.37133,0.68765,7.52
0.37151,0.68817,7.52
0.37214,0.68909,7.52
0.37268,0.68777,7.52
0.37262,0.68888,7.52
0.37173,0.68921,7.52
0.37211,0.69062,7.52
0.37292,0.69008,7.52
0.37309,0.68961,7.52
0.37214,0.69143,7.52
0.37164,0.68986,7.52
0.37262,0.69078,7.52
0.37323,0.68847,7.52
0.37282,0.68793,7.52
0.3726,0.68824,7.52
0.37427,0.68811,7.52
0.3737,0.68968,7.52
0.37323,0.69091,7.52
0.37321,0.69066,7.52
0.37287,0.6891,7.52
0.37153,0.68643,7.52
0.37171,0.68607,7.52
0.37128,0.68726,7.52
0.37001,0.68718,7.52
0.37037,0.68846,7.52
0.36993,0.68703,7.52
0.36909,0.68528,7.52
0.36988,0.68645,7.52
0.37168,0.68493,7.52
0.37177,0.68274,7.52
0.37165,0.68359,7.52
0.37176,0.68419,7.52
0.37062,0.68494,7.52
0.36927,0.68408,7.52
0.37077,0.68551,7.52
0.37083,0.68579,7.52
0.37056,0.68293,7.52
0.37093,0.6838,7.52
0.37107,0.68315,7.52
0.37011,0.68219,7.52
0.36908,0.68118,7.52
0.36922,0.68157,7.52
0.36981,0.6826,7.52
0.37035,0.68198,7.52
0.3697,0.67985,7.52
0.37095,0.67796,7.52
0.37008,0.67902,7.52
0.36915,0.68144,7.52
0.36834,0.68044,7.52
0.36822,0.67978,7.52
0.36739,0.67899,7.52
0.3682,0.67801,7.52
0.36815,0.67416,7.52
0.36725,0.67404,7.52
0.3667,0.67271,7.52
0.36659,0.67092,7.52
0.36782,0.67087,7.52
0.36709,0.67079,7.52
0.36806,0.67159,7.52
0.36894,0.67317,7.52
0.36948,0.67367,7.52
0.37027,0.6753,7.52
0.37027,0.67415,7.52
0.36947,0.67038,7.52
0.36953,0.66979,7.52
0.36882,0.67299,7.52
0.36965,0.67291,7.52
0.36999,0.67364,7.52
0.36878,0.67119,7.52
0.36844,0.66877,7.52
0.36774,0.6665,7.52
0.3656,0.66621,7.52
0.36642,0.66593,7.52
0.36641,0.6651,7.52
0.36564,0.66651,7.52
0.36523,0.66603,7.52
0.36542,0.66673,7.52
0.36493,0.66492,7.52
0.364,0.66503,7.52
0.36356,0.66343,7.52
0.36352,0.66505,7.52
0.36298,0.66402,7.52
0.36399,0.66373,7.52
0.36539,0.66371,7.52
0.36496,0.66154,7.52
0.36501,0.65947,7.52
0.3634,0.65841,7.52
0.3623,0.65875,7.52
0.35977,0.65557,7.52
0.36044,0.65413,7.52
0.36088,0.65213,7.52
0.36231,0.65217,7.52
0.36089,0.64834,7.52
0.36138,0.64913,7.52
0.361,0.6487,7.52
0.36054,0.6483,7.52
0.36127,0.64734,7.52
0.36316,0.64555,7.52
0.36359,0.64499,7.52
0.36357,0.64387,7.52
0.36243,0.64361,7.52
0.36341,0.64233,7.52
0.36256,0.6442,7.52
0.36153,0.64254,7.52
0.36155,0.64233,7.52
0.36148,0.64124,7.52
0.36049,0.64088,7.52
0.36086,0.6413,7.52
0.3616,0.64284,7.52
0.3625,0.64235,7.52
0.36218,0.64301,7.52
0.3612,0.64017,7.52
0.3615,0.6388,7.52
0.36162,0.63879,7.52
0.36152,0.63792,7.52
0.36128,0.63718,7.52
0.36186,0.6383,7.52
0.36253,0.63797,7.52
0.36155,0.63841,7.52
0.36257,0.63747,7.52
0.362,0.63836,7.52
0.36102,0.6389,7.52
0.36023,0.64005,7.52
0.35923,0.64028,7.52
0.35914,0.64159,7.52
0.35942,0.64282,7.52
0.35952,0.64382,7.52
0.36,0.6428,7.52
0.36165,0.64329,7.52
0.36123,0.6443,7.52
0.3612,0.64435,7.52
0.35957,0.64205,7.52
0.35839,0.64291,7.52
0.35929,0.64134,7.52
0.35944,0.64389,7.52
0.35936,0.64335,7.52
0.35924,0.64174,7.52
0.36001,0.6438,7.52
0.3605,0.64439,7.52
0.36076,0.64361,7.52
0.35948,0.64232,7.52
0.35975,0.64442,7.52
0.35751,0.64055,7.52
0.3563,0.63938,7.52
0.35678,0.6406,7.52
0.35715,0.6406,7.52
0.35727,0.64044,7.52
0.35788,0.64202,7.52
0.35727,0.64171,7.52
0.35727,0.64082,7.52
0.35772,0.64026,7.52
0.3582,0.63973,7.52
0.35906,0.64002,7.52
0.35949,0.63932,7.52
0.35986,0.63793,7.52
0.36029,0.63656,7.52
0.36202,0.63822,7.52
0.36281,0.63718,7.52
0.36318,0.63681,7.52
0.36299,0.63698,7.52
0.36233,0.63824,7.52
0.36282,0.63724,7.52
0.3618,0.63786,7.52
0.36194,0.63802,7.52
0.36115,0.63825,7.52
0.36166,0.63828,7.52
0.36228,0.64006,7.52
0.36147,0.63983,7.52
0.36182,0.63991,7.52
0.36067,0.63808,7.52
0.35979,0.63794,7.52
0.35969,0.63712,7.52
0.36119,0.63661,7.52
0.36034,0.63699,7.52
0.36016,0.63548,7.52
0.36033,0.63675,7.52
0.35991,0.63646,7.52
0.36115,0.64005,7.52
0.35993,0.64019,7.52
0.35946,0.64028,7.52
0.35928,0.63995,7.52
0.36035,0.6398,7.52
0.35947,0.63818,7.52
0.36002,0.63844,7.52
0.36031,0.64051,7.52
0.36071,0.641,7.52
0.36132,0.6396,7.52
0.36252,0.64016,7.52
0.36383,0.63965,7.52
0.36383,0.63909,7.52
0.36386,0.63943,7.52
0.36415,0.64064,7.52
0.36292,0.63641,7.52
0.36363,0.63523,7.52
0.36424,0.6324,7.52
0.36536,0.63375,7.52
0.36515,0.63168,7.52
0.3641,0.63072,7.52
0.36384,0.63006,7.52
0.3632,0.6296,7.52
0.36164,0.62812,7.52
0.36182,0.6288,7.52
0.36174,0.62797,7.52
0.36111,0.62678,7.52
0.3621,0.62781,7.52
0.36274,0.62869,7.52
0.3623,0.62801,7.52
0.3627,0.62713,7.52
0.36084,0.62758,7.52
0.36158,0.62674,7.52
0.36307,0.62511,7.52
0.36366,0.62448,7.52
0.36509,0.62314,7.52
0.36543,0.62261,7.52
0.36515,0.62311,7.52
0.3653,0.62273,7.52
0.36638,0.62235,7.52
0.3644,0.62308,7.52
0.36418,0.62116,7.52
0.36432,0.62105,7.52
0.36379,0.61927,7.52
0.36437,0.61952,7.52
0.36464,0.61873,7.52
0.36318,0.61813,7.52
0.36211,0.61691,7.52
0.36264,0.61799,7.52
0.36273,0.61919,7.52
0.36268,0.61932,7.52
0.36242,0.61815,7.52
0.36283,0.61831,7.52
0.36209,0.61758,7.52
0.36241,0.61817,7.52
0.36254,0.61754,7.52
0.36149,0.61627,7.52
0.35941,0.61524,7.52
0.35819,0.61499,7.52
0.35655,0.616,7.52
0.3572,0.61685,7.52
0.35967,0.61886,7.52
0.3593,0.61711,7.52
0.36023,0.61705,7.52
0.35869,0.61621,7.52
0.35899,0.61608,7.52
0.35846,0.61549,7.52
0.35904,0.61526,7.52
0.3582,0.61373,7.52
0.35802,0.61257,7.52
0.35749,0.61289,7.52
0.35875,0.61488,7.52
0.35957,0.6154,7.52
0.35946,0.61621,7.52
0.3577,0.61342,7.52
0.35724,0.61177,7.52
0.35787,0.6117,7.52
0.3573,0.61156,7.52
0.35841,0.61268,7.52
0.35779,0.61162,7.52
0.35809,0.61211,7.52
0.35769,0.61122,7.52
0.35815,0.60997,7.52
0.35787,0.60975,7.52
0.35792,0.60969,7.52
0.35821,0.60836,7.52
0.35961,0.60868,7.52
0.36114,0.60855,7.52
0.36156,0.60719,7.52
0.3619,0.60636,7.52
0.36168,0.60734,7.52
0.36113,0.60492,7.52
0.36106,0.60545,7.52
0.36175,0.60257,7.52
0.36086,0.60178,7.52
0.36121,0.60048,7.52
0.36197,0.60125,7.52
0.36259,0.60402,7.52
0.3625,0.60277,7.52
0.36265,0.60298,7.52
0.36175,0.60342,7.52
0.36147,0.6019,7.52
0.36035,0.60076,7.52
0.36152,0.60022,7.52
0.36038,0.59911,7.52
0.36107,0.60052,7.52
0.36129,0.5997,7.52
0.36102,0.59909,7.52
0.36197,0.59926,7.52
0.36378,0.60033,7.52
0.36273,0.59983,7.52
0.36079,0.59908,7.52
0.36179,0.60028,7.52
0.36404,0.6024,7.52
0.36659,0.60383,7.52
0.36707,0.60403,7.52
0.36903,0.6075,7.52
0.36853,0.61004,7.52
0.36872,0.6084,7.52
0.37017,0.60991,7.52
0.37081,0.61055,7.52
0.3712,0.60954,7.52
0.37057,0.60928,7.52
0.37142,0.60769,7.52
0.37166,0.60805,7.52
0.3715,0.60805,7.52
0.37136,0.60911,7.52
0.37245,0.61053,7.52
0.37323,0.6103,7.52
0.37313,0.60793,7.52
0.37393,0.60747,7.52
0.37421,0.60584,7.52
0.37522,0.60553,7.52
0.37464,0.60478,7.52
0.37362,0.60509,7.52
0.37285,0.60489,7.52
0.37357,0.60359,7.52
0.37456,0.60583,7.52
0.37428,0.60407,7.52
0.37446,0.6077,7.52
0.3747,0.60997,7.52
0.37431,0.60931,7.52
0.37188,0.60913,7.52
0.37149,0.6073,7.52
0.36993,0.60769,7.52
0.37071,0.60913,7.52
0.37184,0.6084,7.52
0.37206,0.60802,7.52
0.37182,0.60846,7.52
0.37168,0.60668,7.52
0.37287,0.60599,7.52
0.37339,0.60428,7.52
0.37229,0.60383,7.52
0.37238,0.60329,7.52
0.37208,0.60312,7.52
0.37133,0.60171,7.52
0.37237,0.60143,7.52
0.37213,0.60069,7.52
0.37265,0.59854,7.52
0.37284,0.59763,7.52
0.37319,0.59971,7.52
0.37237,0.60012,7.52
0.37336,0.6013,7.52
0.37224,0.60096,7.52
0.37236,0.60115,7.52
0.37345,0.60404,7.52
0.37447,0.60384,7.52
0.37544,0.60393,7.52
0.37473,0.60465,7.52
0.37389,0.60308,7.52
0.37361,0.6012,7.52
0.37467,0.60176,7.52
0.3757,0.60294,7.52
0.37537,0.60286,7.52
0.37518,0.60073,7.52
0.37615,0.59995,7.52
0.37685,0.60047,7.52
0.37724,0.59939,7.52
0.37568,0.59836,7.52
0.37482,0.59723,7.52
0.37417,0.60016,7.52
0.37433,0.60028,7.52
0.37421,0.6003,7.52
0.37469,0.59922,7.52
0.37501,0.59897,7.52
0.37482,0.59752,7.52
0.37544,0.59553,7.52
0.37514,0.59595,7.52
0.3739,0.5938,7.52
0.37356,0.59289,7.52
0.37407,0.59259,7.52
0.37329,0.59238,7.52
0.37334,0.59057,7.52
0.37326,0.58823,7.52
0.37223,0.58662,7.52
0.37246,0.58656,7.52
0.37266,0.58735,7.52
0.37299,0.5866,7.52
0.37361,0.58575,7.52
0.37334,0.58762,7.52
0.37358,0.58656,7.52
0.37306,0.586,7.52
0.37295,0.58601,7.52
0.37145,0.5865,7.52
0.37298,0.58686,7.52
0.37351,0.58838,7.52
0.3734,0.58889,7.52
0.37256,0.58696,7.52
0.37141,0.58635,7.52
0.36976,0.58576,7.52
0.36699,0.58393,7.52
0.3675,0.58696,7.52
0.36802,0.58666,7.52
0.36766,0.58661,7.52
0.36837,0.58705,7.52
0.36863,0.58776,7.52
0.36895,0.58971,7.52
0.36833,0.589,7.52
0.36806,0.58712,7.52
0.36898,0.58834,7.52
0.37025,0.58796,7.52
0.37053,0.58711,7.52
0.3708,0.58706,7.52
0.36966,0.58694,7.52
0.36819,0.5857,7.52
0.36889,0.58665,7.52
0.36876,0.58633,7.52
0.36977,0.58513,7.52
0.36798,0.58504,7.52
0.36684,0.58444,7.52
0.36621,0.58333,7.52
0.36514,0.58174,7.52
0.365,0.58329,7.52
0.36503,0.58414,7.52
0.36446,0.5842,7.52
0.36352,0.58265,7.52
0.3627,0.58259,7.52
0.36239,0.58228,7.52
0.36288,0.58194,7.52
0.36321,0.58344,7.52
0.36253,0.58254,7.52
0.36308,0.58341,7.52
0.36327,0.58372,7.52
0.36212,0.58275,7.52
0.36198,0.58263,7.52
0.36258,0.58132,7.52
0.36119,0.58065,7.52
0.36042,0.58003,7.52
0.3612,0.57991,7.52
0.36056,0.57883,7.52
0.36141,0.57771,7.52
0.36122,0.57839,7.52
0.36064,0.57689,7.52
0.36032,0.57643,7.52
0.36138,0.57732,7.52
0.36096,0.57926,7.52
0.36138,0.57966,7.52
0.36081,0.57921,7.52
0.36059,0.57859,7.52
0.36021,0.57578,7.52
0.35896,0.57477,7.52
0.3578,0.57329,7.52
0.35804,0.57552,7.52
0.3581,0.57554,7.52
0.35862,0.57361,7.52
0.35966,0.574,7.52
0.36047,0.5771,7.52
0.35989,0.5765,7.52
0.35998,0.57441,7.52
0.35975,0.57394,7.52
0.36021,0.57452,7.52
0.36126,0.5759,7.52
0.36067,0.577,7.52
0.35991,0.5781,7.52
0.35952,0.57793,7.52
0.36041,0.5803,7.52
0.35953,0.581,7.52
0.35948,0.58256,7.52
0.36043,0.58406,7.52
0.35964,0.58297,7.52
0.36025,0.58317,7.52
0.36062,0.58404,7.52
0.36035,0.58398,7.52
0.35938,0.58274,7.52
0.36009,0.58293,7.52
0.35967,0.58176,7.52
0.36155,0.58117,7.52
0.36092,0.5795,7.52
0.3601,0.57747,7.52
0.35931,0.57592,7.52
0.35879,0.57716,7.52
0.35838,0.57681,7.52
0.35684,0.57551,7.52
0.3565,0.57419,7.52
0.35716,0.57489,7.52
0.35666,0.57203,7.52
0.35714,0.57092,7.52
0.35701,0.56928,7.52
0.35791,0.56741,7.52
0.3573,0.56839,7.52
0.35695,0.57046,7.52
0.35765,0.57183,7.52
0.35725,0.57121,7.52
0.35885,0.57244,7.52
0.35896,0.56989,7.52
0.35866,0.56906,7.52
0.35932,0.56854,7.52
0.35974,0.56792,7.52
0.35909,0.56683,7.52
0.35981,0.56572,7.52
0.35917,0.5638,7.52
0.35825,0.56378,7.52
0.35777,0.56272,7.52
0.35618,0.56345,7.52
0.35557,0.56351,7.52
0.35485,0.56342,7.52
0.35609,0.56249,7.52
0.3559,0.56167,7.52
0.35645,0.56211,7.52
0.35709,0.56278,7.52
0.35534,0.56194,7.52
0.35318,0.56177,7.52
0.3532,0.56003,7.52
0.35334,0.55979,7.52
0.35363,0.55867,7.52
0.35448,0.55971,7.52
0.35447,0.56045,7.52
0.3548,0.56192,7.52
0.35571,0.56222,7.52
0.357,0.56319,7.52
0.35758,0.56284,7.52
0.35636,0.56138,7.52
0.35664,0.56092,7.52
0.35705,0.56097,7.52
0.35731,0.56098,7.52
0.35905,0.56262,7.52
0.35829,0.56148,7.52
0.35789,0.56354,7.52
0.35709,0.56336,7.52
0.35584,0.56539,7.52
0.355,0.56674,7.52
0.35459,0.56534,7.52
0.35481,0.56638,7.52
0.35457,0.56723,7.52
0.35504,0.56397,7.52
0.35512,0.563,7.52
0.35532,0.56242,7.52
0.35628,0.56275,7.52
0.35568,0.56159,7.52
0.35546,0.56256,7.52
0.35669,0.56345,7.52
0.35744,0.56398,7.52
0.35659,0.56211,7.52
0.35809,0.56214,7.52
0.35833,0.56203,7.52
0.35884,0.5625,7.52
0.35911,0.56138,7.52
0.36013,0.56346,7.52
0.36105,0.56318,7.52
0.36104,0.5636,7.52
0.36148,0.56436,7.52
0.36201,0.56379,7.52
0.36286,0.56735,7.52
0.36413,0.56728,7.52
0.36274,0.56882,7.52
0.36102,0.56615,7.52
0.36089,0.56631,7.52
0.36134,0.56637,7.52
0.36086,0.56666,7.52
0.36003,0.5663,7.52
0.36072,0.56713,7.52
0.36087,0.56744,7.52
0.36187,0.56886,7.52
0.36495,0.57067,7.52
0.36534,0.57156,7.52
0.36357,0.56997,7.52
0.36468,0.57007,7.52
0.36503,0.5708,7.52
0.36526,0.57122,7.52
0.36575,0.57184,7.52
0.36561,0.57258,7.52
0.36727,0.57277,7.52
0.36629,0.57048,7.52
0.36589,0.57112,7.52
0.3666,0.57071,7.52
0.36672,0.57106,7.52
0.36714,0.57288,7.52
0.36767,0.57515,7.52
0.36814,0.57659,7.52
0.36728,0.57643,7.52
0.36543,0.57586,7.52
0.36394,0.57543,7.52
0.36384,0.57525,7.52
0.36372,0.5754,7.52
0.36399,0.57412,7.52
0.36444,0.57404,7.52
0.3639,0.57444,7.52
0.36391,0.57512,7.52
0.36324,0.573,7.52
0.36373,0.57332,7.52
0.36269,0.57398,7.52
0.36174,0.57048,7.52
0.36167,0.57104,7.52
0.3627,0.57092,7.52
0.36293,0.56896,7.52
0.36366,0.57122,7.52
0.36313,0.5721,7.52
0.36224,0.57374,7.52
0.36197,0.57479,7.52
0.36145,0.57474,7.52
0.36027,0.57502,7.52
0.35926,0.57556,7.52
0.35872,0.57688,7.52
0.35638,0.57568,7.52
0.35903,0.579,7.52
0.35966,0.57819,7.52
0.35747,0.57843,7.52
0.35501,0.57555,7.52
0.35242,0.57367,7.52
0.35247,0.57322,7.52
0.35141,0.57521,7.52
0.35182,0.57278,7.52
0.35223,0.57385,7.52
0.35154,0.57363,7.52
0.35145,0.57371,7.52
0.35199,0.57428,7.52
0.35193,0.57396,7.52
0.35155,0.5749,7.52
0.35151,0.57455,7.52
0.35159,0.57621,7.52
0.35161,0.57573,7.52
0.35135,0.57612,7.52
0.35197,0.57689,7.52
0.35118,0.57699,7.52
0.35116,0.57767,7.52
0.35127,0.57931,7.52
0.35216,0.57857,7.52
0.35405,0.58036,7.52
0.35452,0.58045,7.52
0.35614,0.58077,7.52
0.35641,0.58085,7.52
0.3564,0.57964,7.52
0.35717,0.58074,7.52
0.35738,0.57816,7.52
0.35776,0.57607,7.52
0.35959,0.57904,7.52
0.36101,0.5797,7.52
0.36122,0.57939,7.52
0.36229,0.57804,7.52
0.36088,0.57573,7.52
0.36015,0.57691,7.52
0.36005,0.57833,7.52
0.35957,0.57859,7.52
0.35986,0.57863,7.52
0.35938,0.57833,7.52
0.35806,0.57825,7.52
0.3581,0.5786,7.52
0.35826,0.58059,7.52
0.35756,0.5804,7.52
0.35775,0.58219,7.52
0.35726,0.58174,7.52
0.35639,0.58209,7.52
0.35571,0.584,7.52
0.35569,0.58448,7.52
0.355,0.58203,7.52
0.35435,0.58045,7.52
0.3531,0.57951,7.52
0.35392,0.57913,7.52
0.35379,0.57858,7.52
0.35153,0.57663,7.52
0.35074,0.57513,7.52
0.35047,0.57466,7.52
0.35045,0.5739,7.52
0.3496,0.5743,7.52
0.34978,0.5739,7.52
0.34993,0.57492,7.52
0.34914,0.57466,7.52
0.34877,0.57403,7.52
0.34883,0.57388,7.52
0.34672,0.57427,7.52
0.34576,0.57341,7.52
0.34457,0.57338,7.52
0.34553,0.57331,7.52
0.3464,0.57646,7.52
0.34871,0.5743,7.52
0.34924,0.5735,7.52
0.3504,0.57381,7.52
0.34935,0.57264,7.52
0.34926,0.5724,7.52
0.34911,0.57489,7.52
0.34953,0.57729,7.52
0.35032,0.57677,7.52
0.35061,0.57712,7.52
0.35027,0.57698,7.52
0.35,0.57701,7.52
0.34971,0.57707,7.52
0.35112,0.57581,7.52
0.35096,0.57669,7.52
0.35048,0.57538,7.52
0.35032,0.57624,7.52
0.35001,0.57555,7.52
0.35026,0.57813,7.52
0.35079,0.57953,7.52
0.34982,0.57885,7.52
0.34895,0.57809,7.52
0.34954,0.57811,7.52
0.351,0.57726,7.52
0.35133,0.57624,7.52
0.3509,0.57679,7.52
0.35163,0.57614,7.52
0.3508,0.57771,7.52
0.35291,0.57944,7.52
0.35392,0.57967,7.52
0.35518,0.57996,7.52
0.35691,0.58193,7.52
0.35819,0.58145,7.52
0.35874,0.58441,7.52
0.35931,0.58408,7.52
0.35919,0.58423,7.52
0.36011,0.58562,7.52
0.35907,0.58573,7.52
0.35956,0.58711,7.52
0.36007,0.58977,7.52
0.35938,0.58979,7.52
0.35781,0.58958,7.52
0.35911,0.58906,7.52
0.35927,0.58763,7.52
0.35867,0.58729,7.52
0.35968,0.58728,7.52
0.35782,0.58529,7.52
0.35738,0.5857,7.52
0.35707,0.585,7.52
0.35744,0.58526,7.52
0.35768,0.58572,7.52
0.35865,0.58509,7.52
0.35826,0.58533,7.52
0.35914,0.58308,7.52
0.35888,0.58219,7.52
0.35885,0.58318,7.52
0.35839,0.58236,7.52
0.35901,0.58192,7.52
0.35965,0.58375,7.52
0.35987,0.58302,7.52
0.35904,0.58286,7.52
0.36002,0.58293,7.52
0.36022,0.58249,7.52
0.36009,0.58103,7.52
0.35977,0.58209,7.52
0.35916,0.58111,7.52
0.35829,0.58287,7.52
0.35862,0.5827,7.52
0.35973,0.58365,7.52
0.36076,0.58513,7.52
0.36076,0.58465,7.52
0.36079,0.58397,7.52
0.36067,0.58246,7.52
0.36043,0.5824,7.52
0.36145,0.5825,7.52
0.35968,0.58577,7.52
0.35865,0.58224,7.52
0.35733,0.57987,7.52
0.35725,0.57987,7.52
0.35827,0.58083,7.52
0.35877,0.58221,7.52
0.35969,0.58342,7.52
0.361,0.58244,7.52
0.36039,0.58139,7.52
0.36018,0.58193,7.52
0.35868,0.58097,7.52
0.35852,0.58039,7.52
0.3565,0.57617,7.52
0.35731,0.57761,7.52
0.35669,0.57702,7.52
0.35753,0.57776,7.52
0.3582,0.57683,7.52
0.35682,0.57447,7.52
0.35775,0.57244,7.52
0.35859,0.57208,7.52
0.35975,0.56905,7.52
0.35823,0.56669,7.52
0.3592,0.56683,7.52
0.35888,0.56541,7.52
0.35886,0.56579,7.52
0.36012,0.56705,7.52
0.35966,0.56596,7.52
0.35917,0.56467,7.52
0.35905,0.56538,7.52
0.35841,0.56475,7.52
0.35757,0.56463,7.52
0.3575,0.5636,7.52
0.35602,0.56375,7.52
0.35796,0.5645,7.52
0.3581,0.56698,7.52
0.35973,0.56891,7.52
0.35872,0.56683,7.52
0.35991,0.56999,7.52
0.36142,0.5744,7.52
0.36162,0.57651,7.52
0.36084,0.57781,7.52
0.36036,0.58017,7.52
0.36023,0.58233,7.52
0.36064,0.58326,7.52
0.35944,0.58431,7.52
0.35883,0.58445,7.52
0.3586,0.58342,7.52
0.3576,0.5829,7.52
0.35852,0.58343,7.52
0.35747,0.581,7.52
0.35668,0.58208,7.52
0.35664,0.58346,7.52
0.35706,0.58393,7.52
0.35577,0.58456,7.52
0.35531,0.58426,7.52
0.35487,0.58475,7.52
0.35503,0.58444,7.52
0.35541,0.5817,7.52
0.35649,0.58415,7.52
0.35689,0.58331,7.52
0.35611,0.58402,7.52
0.35502,0.58315,7.52
0.35445,0.58323,7.52
0.35342,0.58236,7.52
0.3527,0.57996,7.52
0.35304,0.58112,7.52
0.35351,0.58158,7.52
0.35461,0.58234,7.52
0.35324,0.58269,7.52
0.35408,0.58724,7.52
0.35377,0.58851,7.52
0.35293,0.5874,7.52
0.35368,0.5891,7.52
0.35584,0.59163,7.52
0.35539,0.59267,7.52
0.35366,0.5924,7.52
0.35313,0.59469,7.52
0.35302,0.59508,7.52
0.35185,0.59479,7.52
0.35168,0.59299,7.52
0.35216,0.59197,7.52
0.3516,0.59072,7.52
0.35216,0.5923,7.52
0.35203,0.59131,7.52
0.35342,0.59218,7.52
0.35342,0.59068,7.52
0.35373,0.5905,7.52
0.35423,0.59132,7.52
0.35425,0.58929,7.52
0.35416,0.58961,7.52
0.35472,0.59151,7.52
0.3547,0.592,7.52
0.35455,0.59207,7.52
0.35354,0.59159,7.52
0.35552,0.59362,7.52
0.35638,0.59544,7.52
0.35593,0.59642,7.52
0.35546,0.59613,7.52
0.35426,0.59669,7.52
0.35197,0.59636,7.52
0.35158,0.59783,7.52
0.35191,0.59788,7.52
0.35201,0.60013,7.52
0.35075,0.59996,7.52
0.3512,0.60285,7.52
0.35205,0.60368,7.52
0.35046,0.60412,7.52
0.35112,0.60815,7.52
0.34988,0.60646,7.52
0.34892,0.60794,7.52
0.35034,0.60563,7.52
0.35082,0.60721,7.52
0.35011,0.6101,7.52
0.3481,0.6108,7.52
0.34953,0.61021,7.52
0.3502,0.61049,7.52
0.34922,0.60911,7.52
0.34924,0.61051,7.52
0.34789,0.61029,7.52
0.34677,0.60911,7.52
0.34621,0.60917,7.52
0.34641,0.60955,7.52
0.34552,0.61064,7.52
0.34569,0.61036,7.52
0.3465,0.6098,7.52
0.34747,0.61095,7.52
0.34728,0.61126,7.52
0.3469,0.61237,7.52
0.34698,0.6126,7.52
0.3481,0.61422,7.52
0.34823,0.61335,7.52
0.34818,0.6126,7.52
0.35044,0.61351,7.52
0.35047,0.61084,7.52
0.34994,0.61367,7.52
0.34977,0.61369,7.52
0.34998,0.61513,7.52
0.34969,0.6166,7.52
0.35019,0.61691,7.52
0.3507,0.61932,7.52
0.3504,0.62014,7.52
0.35036,0.62133,7.52
0.35154,0.61999,7.52
0.35246,0.61978,7.52
0.35388,0.62136,7.52
0.35284,0.62271,7.52
0.35335,0.62278,7.52
0.35382,0.62255,7.52
0.35428,0.62202,7.52
0.35378,0.62215,7.52
0.35293,0.62141,7.52
0.35323,0.62053,7.52
