Ft,Fs,Depth
0.35424,0.61917,7.52
0.35502,0.62162,7.52
0.35483,0.62359,7.52
0.35632,0.62284,7.52
0.35681,0.62352,7.52
0.35975,0.6259,7.52
0.35854,0.62573,7.52
0.35972,0.62639,7.52
0.35832,0.6241,7.52
0.35876,0.62684,7.52
0.35994,0.62491,7.52
0.36087,0.6274,7.52
0.36155,0.62568,7.52
0.36155,0.62716,7.52
0.36144,0.62487,7.52
0.36271,0.62651,7.52
0.36325,0.62572,7.52
0.36436,0.62606,7.52
0.36402,0.62565,7.52
0.36215,0.62449,7.52
0.36301,0.62508,7.52
0.36142,0.62547,7.52
0.36213,0.6264,7.52
0.36121,0.62514,7.52
0.36164,0.62484,7.52
0.36212,0.6243,7.52
0.36044,0.62356,7.52
0.36266,0.62618,7.52
0.36147,0.62521,7.52
0.36088,0.62378,7.52
0.36046,0.62555,7.52
0.35982,0.62351,7.52
0.36032,0.62248,7.52
0.35935,0.62491,7.52
0.35913,0.62378,7.52
0.35827,0.62238,7.52
0.35756,0.62296,7.52
0.35813,0.62277,7.52
0.35768,0.62286,7.52
0.35647,0.62165,7.52
0.3564,0.62177,7.52
0.35716,0.62233,7.52
0.35629,0.62391,7.52
0.35861,0.62402,7.52
0.35878,0.62403,7.52
0.35799,0.62263,7.52
0.3593,0.62326,7.52
0.36005,0.62326,7.52
0.35966,0.62545,7.52
0.36132,0.62567,7.52
0.36164,0.62595,7.52
0.3621,0.62667,7.52
0.36231,0.62639,7.52
0.36146,0.62543,7.52
0.36116,0.62625,7.52
0.36162,0.62651,7.52
0.36207,0.62625,7.52
0.36145,0.62963,7.52
0.36147,0.6295,7.52
0.36362,0.62958,7.52
0.36349,0.63002,7.52
0.36395,0.63119,7.52
0.36385,0.63171,7.52
0.36517,0.63489,7.52
0.36422,0.63629,7.52
0.36502,0.63722,7.52
0.36636,0.63808,7.52
0.36707,0.6395,7.52
0.36681,0.64064,7.52
0.36503,0.63932,7.52
0.36425,0.63869,7.52
0.36515,0.6393,7.52
0.36682,0.64012,7.52
0.36896,0.64175,7.52
0.36918,0.64294,7.52
0.37128,0.64267,7.52
0.37091,0.6438,7.52
0.36949,0.64276,7.52
0.36796,0.64353,7.52
0.36835,0.64411,7.52
0.36846,0.64455,7.52
0.37101,0.64615,7.52
0.36975,0.64649,7.52
0.36856,0.64524,7.52
0.36729,0.64205,7.52
0.36723,0.64453,7.52
0.36818,0.64659,7.52
0.36812,0.64772,7.52
0.3684,0.64815,7.52
0.36904,0.64977,7.52
0.36755,0.64927,7.52
0.36821,0.65252,7.52
0.36966,0.65644,7.52
0.36987,0.65762,7.52
0.37059,0.65948,7.52
0.37113,0.65821,7.52
0.37156,0.65759,7.52
0.37221,0.65893,7.52
0.37246,0.66083,7.52
0.37227,0.66108,7.52
0.37119,0.66171,7.52
0.37014,0.66236,7.52
0.37029,0.6639,7.52
0.3688,0.66406,7.52
0.36978,0.66215,7.52
0.36737,0.66121,7.52
0.36859,0.66195,7.52
0.36801,0.66369,7.52
0.36721,0.66492,7.52
0.36665,0.6632,7.52
0.36642,0.6637,7.52
0.36608,0.666,7.52
0.36573,0.66638,7.52
0.36627,0.66547,7.52
0.36681,0.6653,7.52
0.36785,0.66553,7.52
0.36683,0.66399,7.52
0.36734,0.66463,7.52
0.36707,0.66422,7.52
0.36701,0.66579,7.52
0.36594,0.66631,7.52
0.36628,0.66844,7.52
0.36667,0.66928,7.52
0.36678,0.67091,7.52
0.36788,0.67275,7.52
0.36781,0.67455,7.52
0.36704,0.67591,7.52
0.36697,0.67548,7.52
0.36551,0.678,7.52
0.3663,0.67928,7.52
0.36451,0.68039,7.52
0.36476,0.68137,7.52
0.36551,0.68263,7.52
0.3672,0.68558,7.52
0.36663,0.6871,7.52
0.36579,0.68629,7.52
0.36706,0.69091,7.52
0.36882,0.69136,7.52
0.36868,0.69402,7.52
0.36909,0.69446,7.52
0.36849,0.69588,7.52
0.36922,0.69494,7.52
0.36852,0.69458,7.52
0.36831,0.69291,7.52
0.3696,0.6936,7.52
0.36949,0.69173,7.52
0.36744,0.69073,7.52
0.36753,0.69113,7.52
0.36769,0.69237,7.52
0.36813,0.69144,7.52
0.36796,0.69002,7.52
0.36728,0.68967,7.52
0.36884,0.68708,7.52
0.36916,0.68881,7.52
0.37081,0.69079,7.52
0.37208,0.69246,7.52
0.37051,0.69165,7.52
0.37223,0.69178,7.52
0.37196,0.69134,7.52
0.3724,0.69144,7.52
0.37292,0.69121,7.52
0.37453,0.69129,7.52
0.37547,0.69205,7.52
0.37593,0.69114,7.52
0.37744,0.692,7.52
0.37815,0.69201,7.52
0.37793,0.69224,7.52
0.37795,0.69108,7.52
0.37882,0.69252,7.52
0.37981,0.69275,7.52
0.37892,0.69332,7.52
0.37845,0.69269,7.52
0.37757,0.6942,7.52
0.37876,0.69497,7.52
0.37836,0.69397,7.52
0.38076,0.69406,7.52
0.38215,0.69201,7.52
0.38325,0.69304,7.52
0.38772,0.69355,7.52
0.39245,0.69417,7.52
0.39592,0.69402,7.52
0.39909,0.69781,7.52
0.40388,0.69965,7.52
0.40802,0.70338,7.52
0.41156,0.70477,7.52
0.41483,0.70867,7.52
0.41947,0.70891,7.52
0.42188,0.71128,7.52
0.42778,0.71733,7.52
0.43057,0.72032,7.52
0.43334,0.72106,7.52
0.43654,0.72137,7.52
0.44063,0.72561,7.52
0.44381,0.72879,7.52
0.44777,0.73147,7.52
0.45196,0.73575,7.52
0.45459,0.74209,7.52
0.45923,0.74865,7.52
0.46385,0.75464,7.52
0.46757,0.76018,7.52
0.47146,0.76738,7.52
0.47651,0.77645,7.52
0.48109,0.7854,7.52
0.4868,0.79458,7.52
0.49119,0.80282,7.52
0.49674,0.81154,7.52
0.50147,0.82118,7.52
0.50917,0.83328,7.52
0.5129,0.84209,7.52
0.51787,0.85296,7.52
0.52174,0.8626,7.52
0.53079,0.87668,7.52
0.54049,0.88992,7.52
0.54946,0.90425,7.52
0.55601,0.91772,7.52
0.56347,0.93261,7.52
0.57244,0.947,7.52
0.57976,0.96101,7.52
0.58886,0.97594,7.52
0.59521,0.9888,7.52
0.60428,1.0019,7.52
0.61153,1.0134,7.52
0.62028,1.026,7.52
0.62807,1.0399,7.52
0.63467,1.0552,7.5235
0.6411,1.065,7.527
0.6484,1.0803,7.5306
0.65756,1.0932,7.5341
0.66603,1.1043,7.5376
0.67512,1.1176,7.5411
0.68595,1.1344,7.5446
0.69745,1.1516,7.5482
0.70983,1.17,7.5517
0.71813,1.1828,7.5552
0.7295,1.1964,7.5499
0.73992,1.2111,7.5445
0.75199,1.2298,7.5369
0.76447,1.2464,7.5293
0.77609,1.2632,7.5254
0.78626,1.2778,7.5214
0.79774,1.2937,7.5174
0.80722,1.3078,7.5134
0.81665,1.3196,7.5094
0.82676,1.3339,7.5055
0.83754,1.3478,7.5015
0.84865,1.3604,7.4975
0.85771,1.3716,7.4935
0.86831,1.3838,7.4895
0.87781,1.3952,7.4856
0.88995,1.4096,7.4816
0.90388,1.4244,7.4776
0.9155,1.4377,7.4736
0.92713,1.4516,7.4696
0.93906,1.4657,7.4657
0.95069,1.4773,7.4617
0.96481,1.4915,7.4577
0.97791,1.5046,7.4537
0.99052,1.5174,7.4497
1.0059,1.5321,7.4458
1.0182,1.544,7.4418
1.0305,1.5555,7.4378
1.0439,1.5696,7.4338
1.0557,1.5865,7.4298
1.0685,1.6006,7.4259
1.0836,1.6138,7.4219
1.0978,1.6292,7.4179
1.1115,1.6471,7.4068
1.1254,1.6627,7.3957
1.1396,1.6818,7.3866
1.154,1.6988,7.3707
1.1711,1.7191,7.362
1.1846,1.7392,7.3579
1.1995,1.7556,7.3433
1.2141,1.772,7.3217
1.2292,1.7859,7.3002
1.2444,1.8042,7.2901
1.2579,1.8234,7.2836
1.271,1.8373,7.2769
1.2869,1.8541,7.259
1.3,1.8708,7.2582
1.3148,1.8904,7.259
1.3296,1.9067,7.2464
1.344,1.9238,7.2406
1.3585,1.9436,7.2409
1.3701,1.9567,7.2412
1.384,1.9754,7.2305
1.3974,1.9871,7.2256
1.4128,2.0047,7.2162
1.4268,2.0219,7.2121
1.4412,2.0375,7.2008
1.453,2.0538,7.1943
1.4651,2.0696,7.1945
1.4784,2.0841,7.1838
1.4919,2.1005,7.1671
1.503,2.118,7.1627
1.5144,2.1357,7.1599
1.5265,2.153,7.1509
1.5398,2.1701,7.1418
1.5527,2.1872,7.1328
1.5649,2.2069,7.1239
1.5787,2.2279,7.1207
1.5916,2.2473,7.1126
1.6031,2.2651,7.1058
1.6121,2.2835,7.1103
1.6223,2.2998,7.1049
1.6334,2.3146,7.0972
1.6451,2.3321,7.0969
1.655,2.3507,7.101
1.6658,2.367,7.0969
1.6761,2.3828,7.086
1.6877,2.4001,7.0835
1.6967,2.4198,7.0895
1.7083,2.4404,7.0856
1.7203,2.4614,7.0826
1.7316,2.4851,7.0903
1.7435,2.5038,7.0843
1.7561,2.5254,7.0785
1.7702,2.5512,7.0858
1.7826,2.5722,7.0887
1.7933,2.5929,7.0833
1.8047,2.6146,7.0843
1.8159,2.6341,7.0742
1.8291,2.6556,7.068
1.8428,2.6784,7.063
1.856,2.7023,7.0632
1.8694,2.7233,7.0607
1.8824,2.7493,7.0693
1.8964,2.7727,7.0653
1.91,2.7976,7.0618
1.9235,2.8208,7.0581
1.9392,2.8461,7.0554
1.9517,2.8686,7.0463
1.9655,2.8983,7.051
1.9795,2.9243,7.0465
1.9927,2.9483,7.0433
2.0069,2.9779,7.0448
2.0218,3.0096,7.0483
2.0369,3.0381,7.0512
2.0513,3.0701,7.0587
2.0669,3.0999,7.0565
2.0797,3.1278,7.0586
2.0934,3.1584,7.0613
2.107,3.1863,7.0604
2.1221,3.2169,7.0591
2.1354,3.2481,7.0637
2.1488,3.2766,7.061
2.1628,3.3058,7.0578
2.1751,3.3397,7.0658
2.1879,3.3693,7.0678
2.2006,3.3989,7.0698
2.2113,3.4281,7.0729
2.2264,3.4654,7.0765
2.2386,3.4987,7.0845
2.2501,3.5343,7.0887
2.2639,3.5682,7.09
2.2756,3.5998,7.0933
2.2879,3.6328,7.0965
2.2988,3.6661,7.1007
2.3105,3.6986,7.104
2.3216,3.7328,7.1109
2.3328,3.7648,7.1128
2.344,3.796,7.1189
2.354,3.8307,7.1247
2.362,3.8642,7.1291
2.3741,3.8992,7.132
2.3836,3.935,7.1394
2.3949,3.9709,7.1427
2.4045,4.0061,7.1538
2.4143,4.0394,7.1604
2.4249,4.0744,7.1674
2.4348,4.1106,7.1751
2.4443,4.1435,7.1811
2.4522,4.1788,7.1902
2.4624,4.2149,7.1988
2.4725,4.2505,7.2028
2.4827,4.2876,7.2114
2.4892,4.3235,7.221
2.4978,4.358,7.2277
2.5061,4.3945,7.2348
2.5128,4.4285,7.2434
2.5202,4.465,7.2529
2.5287,4.4992,7.2603
2.5371,4.5344,7.2669
2.5461,4.5711,7.2771
2.5541,4.6058,7.2856
2.5597,4.6405,7.2943
2.5681,4.6777,7.3035
2.5787,4.7131,7.3089
2.5864,4.7498,7.3153
2.5929,4.7818,7.3229
2.6016,4.8187,7.3303
2.6088,4.8556,7.3406
2.6162,4.8938,7.3487
2.6242,4.9296,7.3537
2.632,4.9672,7.3615
2.6391,5.0031,7.3729
2.6456,5.0394,7.3812
2.654,5.0778,7.3889
2.6601,5.1142,7.3958
2.6673,5.1531,7.4017
2.6744,5.192,7.4076
2.6837,5.2293,7.4151
2.692,5.2687,7.4253
2.7011,5.3096,7.4295
2.7091,5.3513,7.4384
2.7166,5.3912,7.4481
2.7233,5.4297,7.4556
2.7298,5.4669,7.4617
2.7372,5.5099,7.4726
2.7473,5.5487,7.4779
2.7539,5.5912,7.487
2.7601,5.6291,7.4944
2.7672,5.6673,7.5012
2.7735,5.7052,7.5094
2.779,5.7426,7.5141
2.7871,5.7809,7.5194
2.7942,5.8203,7.5252
2.7989,5.8586,7.5321
2.8046,5.8979,7.5434
2.8105,5.9373,7.5514
2.8166,5.977,7.5622
2.8225,6.0119,7.5671
2.8297,6.0516,7.577
2.8371,6.0914,7.5865
2.8446,6.1303,7.5927
2.8499,6.1638,7.5977
2.8573,6.2025,7.6028
2.864,6.2388,7.6096
2.8709,6.2769,7.6176
2.8764,6.3138,7.6246
2.8822,6.3521,7.6352
2.8884,6.3907,7.641
2.894,6.4279,7.6492
2.9005,6.4687,7.6595
2.9072,6.5076,7.6643
2.9136,6.5477,7.6737
2.9181,6.5849,7.685
2.9225,6.6232,7.6908
2.9284,6.6628,7.6977
2.9339,6.7004,7.7018
2.9387,6.7394,7.7109
2.9417,6.779,7.7184
2.946,6.8175,7.7261
2.9498,6.86,7.735
2.9558,6.9045,7.7431
2.9593,6.9475,7.7528
2.9634,6.9919,7.7627
2.9664,7.0356,7.7713
2.9691,7.0804,7.7799
2.9726,7.1271,7.7902
2.9775,7.1709,7.7963
2.9825,7.2161,7.8025
2.9858,7.2599,7.8086
2.9894,7.3048,7.8161
2.9936,7.3506,7.821
2.9967,7.3965,7.8303
2.9998,7.4421,7.8387
3.0007,7.4857,7.8467
3.001,7.5281,7.8556
3.0039,7.5739,7.8651
3.007,7.6209,7.8762
3.0082,7.6643,7.8814
3.0098,7.7104,7.892
3.0119,7.7578,7.9003
3.0136,7.8044,7.9101
3.0139,7.8504,7.9198
3.0167,7.8976,7.9269
3.018,7.9447,7.9383
3.0199,7.9921,7.9473
3.0214,8.0379,7.9576
3.0226,8.0864,7.9683
3.0223,8.1329,7.9761
3.0213,8.1798,7.9865
3.0212,8.2275,7.9959
3.0238,8.2764,8.0046
3.0255,8.3279,8.0156
3.0247,8.3742,8.0233
3.0247,8.4228,8.0333
3.0239,8.471,8.0436
3.0212,8.521,8.0554
3.019,8.5709,8.067
3.0185,8.6204,8.0767
3.0141,8.6706,8.088
3.0103,8.721,8.0987
3.008,8.773,8.1102
3.0055,8.8217,8.1227
3.0007,8.8703,8.1337
2.996,8.9193,8.148
2.9923,8.9695,8.1614
2.9886,9.0183,8.173
2.9857,9.0699,8.1847
2.9831,9.1208,8.1988
2.9775,9.1666,8.21
2.974,9.2112,8.2202
2.9719,9.26,8.2313
2.9672,9.3097,8.247
2.9646,9.3573,8.2587
2.9641,9.4081,8.2702
2.9625,9.4593,8.2814
2.9601,9.5114,8.2944
2.9578,9.5605,8.309
2.9538,9.6079,8.3234
2.9501,9.6543,8.3386
2.9473,9.7019,8.3537
2.943,9.7479,8.367
2.9377,9.7931,8.3804
2.9333,9.8376,8.3949
2.9282,9.8816,8.4079
2.9238,9.9275,8.4208
2.9187,9.9707,8.4328
2.9153,10.018,8.4452
2.9084,10.059,8.4592
2.9049,10.107,8.4731
2.9024,10.154,8.4848
2.8992,10.199,8.4971
2.8904,10.24,8.5101
2.8815,10.28,8.5227
2.8734,10.323,8.5369
2.8665,10.364,8.548
2.8583,10.404,8.5604
2.8492,10.446,8.5721
2.8413,10.489,8.5851
2.8337,10.534,8.5992
2.8275,10.58,8.6139
2.8202,10.625,8.6257
2.8121,10.669,8.6387
2.8048,10.715,8.6516
2.7979,10.762,8.667
2.7912,10.806,8.6779
2.7823,10.853,8.6882
2.7754,10.897,8.6974
2.7674,10.945,8.708
2.7589,10.993,8.717
2.7507,11.041,8.7303
2.7406,11.086,8.7412
2.7292,11.132,8.753
2.7169,11.177,8.7638
2.7076,11.225,8.7736
2.6969,11.273,8.7923
2.6881,11.322,8.8117
2.6762,11.369,8.8368
2.664,11.416,8.8604
2.653,11.463,8.8788
2.6437,11.514,8.8972
2.6317,11.565,8.9172
2.622,11.616,8.937
2.6125,11.67,8.9551
2.6024,11.723,8.9749
2.5917,11.777,8.9938
2.5814,11.836,9.015
2.5712,11.895,9.0361
2.56,11.949,9.0548
2.5511,12.009,9.0762
2.5401,12.067,9.0969
2.5276,12.125,9.1177
2.5185,12.185,9.1382
2.5084,12.244,9.1582
2.4959,12.302,9.1803
2.4841,12.365,9.2028
2.4717,12.421,9.2233
2.4574,12.482,9.2459
2.4445,12.547,9.269
2.4301,12.61,9.2911
2.4174,12.673,9.3122
2.405,12.739,9.335
2.3936,12.806,9.3571
2.3807,12.869,9.3789
2.368,12.935,9.4012
2.3544,13.001,9.4226
2.3426,13.069,9.4453
2.3284,13.136,9.4757
2.3142,13.203,9.5051
2.2995,13.266,9.5328
2.2841,13.333,9.5693
2.268,13.396,9.5981
2.254,13.461,9.6213
2.2403,13.531,9.6547
2.2265,13.599,9.6937
2.211,13.672,9.7344
2.1952,13.741,9.7647
2.1827,13.813,9.7914
2.1682,13.888,9.819
2.1525,13.96,9.858
2.1385,14.034,9.8802
2.124,14.107,9.8998
2.1085,14.182,9.9334
2.0949,14.261,9.9597
2.0806,14.335,9.9808
2.0663,14.414,10.003
2.0522,14.49,10.034
2.0394,14.571,10.06
2.0239,14.649,10.091
2.0111,14.728,10.115
1.998,14.808,10.148
1.985,14.89,10.177
1.9728,14.97,10.199
1.9603,15.054,10.23
1.948,15.137,10.268
1.9357,15.219,10.294
1.9228,15.301,10.319
1.9096,15.383,10.35
1.8969,15.463,10.381
1.8844,15.544,10.413
1.8712,15.624,10.443
1.8585,15.704,10.468
1.8459,15.785,10.498
1.8358,15.87,10.527
1.8264,15.952,10.544
1.8162,16.037,10.571
1.8046,16.121,10.601
1.7938,16.201,10.623
1.7839,16.284,10.64
1.7725,16.369,10.666
1.7602,16.453,10.699
1.749,16.538,10.724
1.7385,16.621,10.74
1.7265,16.704,10.764
1.7146,16.785,10.789
1.7033,16.865,10.802
1.6914,16.949,10.83
1.6793,17.033,10.859
1.6659,17.113,10.873
1.6536,17.196,10.892
1.6415,17.281,10.919
1.6289,17.366,10.941
1.6176,17.452,10.973
1.6051,17.538,10.999
1.592,17.625,11.027
1.5782,17.708,11.049
1.5659,17.793,11.074
1.5522,17.875,11.087
1.5386,17.962,11.115
1.5246,18.047,11.142
1.511,18.134,11.169
1.4957,18.221,11.196
1.481,18.31,11.229
1.4672,18.394,11.249
1.4532,18.481,11.279
1.4391,18.57,11.307
1.4236,18.653,11.329
1.4086,18.736,11.35
1.3938,18.818,11.372
1.3792,18.903,11.389
1.3646,18.988,11.416
1.3528,19.075,11.439
1.3376,19.163,11.462
1.3232,19.256,11.489
1.3084,19.342,11.516
1.2952,19.429,11.537
1.2822,19.519,11.565
1.2681,19.609,11.594
1.2549,19.697,11.612
1.243,19.789,11.636
1.2302,19.884,11.661
1.2183,19.977,11.683
1.2027,20.068,11.707
1.1909,20.158,11.724
1.1781,20.248,11.745
1.1656,20.341,11.771
1.1536,20.436,11.795
1.1415,20.532,11.818
1.1315,20.627,11.841
1.1202,20.725,11.866
1.1102,20.821,11.886
1.0987,20.922,11.912
1.088,21.021,11.935
1.0778,21.12,11.956
1.0678,21.218,11.98
1.058,21.316,12.005
1.0485,21.415,12.025
1.0371,21.514,12.049
1.027,21.611,12.065
1.0188,21.711,12.087
1.0081,21.812,12.108
0.99767,21.913,12.129
0.9887,22.019,12.151
0.98134,22.122,12.17
0.97193,22.228,12.19
0.96233,22.336,12.216
0.95123,22.442,12.235
0.94297,22.555,12.256
0.93348,22.669,12.278
0.92516,22.78,12.299
0.91638,22.9,12.319
0.90988,23.019,12.338
0.90398,23.141,12.361
0.89742,23.263,12.384
0.88782,23.391,12.403
0.88016,23.522,12.424
0.87463,23.654,12.446
0.86927,23.784,12.467
0.86218,23.914,12.492
0.85519,24.049,12.515
0.85,24.183,12.537
0.8421,24.314,12.559
0.83575,24.446,12.577
0.82978,24.58,12.598
0.82416,24.716,12.623
0.81777,24.856,12.645
0.81043,24.997,12.662
0.80423,25.144,12.684
0.79498,25.291,12.704
0.78812,25.443,12.726
0.7827,25.595,12.75
0.77623,25.749,12.773
0.7682,25.906,12.795
0.76091,26.062,12.814
0.75154,26.22,12.838
0.7434,26.377,12.858
0.73844,26.536,12.878
0.73237,26.693,12.899
0.72832,26.856,12.923
0.72066,27.016,12.94
0.71308,27.178,12.965
0.70481,27.34,12.986
0.69833,27.506,13.008
0.69056,27.673,13.031
0.68376,27.844,13.054
0.67852,28.012,13.079
0.67094,28.181,13.104
0.66596,28.349,13.129
0.6613,28.52,13.153
0.65598,28.688,13.172
0.65136,28.856,13.194
0.6453,29.026,13.214
0.63969,29.2,13.241
0.63562,29.366,13.262
0.62653,29.538,13.284
0.62101,29.709,13.31
0.61754,29.882,13.337
0.60985,30.052,13.363
0.60362,30.226,13.387
0.59649,30.395,13.411
0.59115,30.57,13.436
0.58644,30.737,13.456
0.57981,30.908,13.482
0.57689,31.076,13.506
0.57144,31.242,13.527
0.56601,31.412,13.555
0.55979,31.582,13.577
0.55575,31.75,13.597
0.55144,31.92,13.624
0.54558,32.09,13.649
0.54177,32.263,13.677
0.53695,32.434,13.701
0.53272,32.609,13.726
0.52831,32.783,13.75
0.52525,32.956,13.775
0.51982,33.128,13.799
0.51653,33.298,13.822
0.51309,33.473,13.844
0.51018,33.647,13.869
0.50545,33.821,13.893
0.50202,33.988,13.915
0.49751,34.161,13.942
0.49335,34.333,13.969
0.49026,34.503,13.997
0.48657,34.676,14.023
0.48285,34.848,14.052
0.48029,35.019,14.077
0.47694,35.189,14.102
0.47698,35.358,14.128
0.47707,35.525,14.153
0.4746,35.694,14.178
0.47209,35.861,14.201
0.46952,36.028,14.23
0.46736,36.194,14.252
0.46525,36.359,14.278
0.46609,36.523,14.303
0.46538,36.692,14.328
0.46295,36.864,14.355
0.46033,37.035,14.379
0.45873,37.203,14.405
0.45668,37.369,14.429
0.45848,37.537,14.454
0.45794,37.706,14.48
0.46079,37.868,14.505
0.4605,38.036,14.53
0.4579,38.202,14.555
0.45699,38.363,14.578
0.45743,38.531,14.605
0.45645,38.696,14.63
0.45718,38.862,14.655
0.45918,39.023,14.678
0.45994,39.187,14.702
0.45762,39.349,14.727
0.4576,39.512,14.75
0.45698,39.675,14.774
0.45578,39.837,14.798
0.4551,39.999,14.821
0.45534,40.166,14.846
0.45622,40.332,14.867
0.4559,40.491,14.889
0.45647,40.649,14.913
0.45661,40.804,14.937
0.45698,40.959,14.959
0.4583,41.12,14.983
0.45804,41.276,15.007
0.45925,41.433,15.034
0.45966,41.591,15.055
0.4594,41.746,15.079
0.45885,41.897,15.104
0.4566,42.049,15.129
0.45463,42.205,15.153
0.45606,42.357,15.176
0.45677,42.508,15.199
0.45785,42.663,15.221
0.45756,42.82,15.242
0.45757,42.975,15.266
0.45794,43.13,15.29
0.45848,43.285,15.314
0.45889,43.441,15.339
0.45913,43.593,15.362
0.45921,43.746,15.387
0.45814,43.896,15.412
0.45796,44.047,15.434
0.45732,44.194,15.457
0.45497,44.34,15.483
0.45493,44.487,15.508
0.45443,44.636,15.533
0.4546,44.788,15.558
0.45555,44.939,15.583
0.45615,45.091,15.609
0.45733,45.245,15.635
0.45879,45.394,15.661
0.45866,45.55,15.686
0.4576,45.706,15.711
0.45806,45.858,15.734
0.45761,46.011,15.76
0.45786,46.166,15.786
0.45742,46.325,15.812
0.45976,46.482,15.836
0.4596,46.641,15.859
0.46216,46.798,15.885
0.46324,46.954,15.911
0.46323,47.115,15.936
0.4638,47.276,15.963
0.46369,47.435,15.985
0.46484,47.596,16.01
0.46597,47.753,16.034
0.46528,47.91,16.059
0.46455,48.074,16.085
0.4649,48.235,16.111
0.46459,48.396,16.137
0.46462,48.552,16.159
0.46528,48.715,16.183
0.4664,48.882,16.207
0.46768,49.044,16.233
0.46777,49.208,16.257
0.46922,49.37,16.281
0.46945,49.53,16.307
0.4689,49.692,16.331
0.46849,49.849,16.355
0.46724,50.006,16.378
0.46748,50.159,16.401
0.4686,50.312,16.426
0.4693,50.464,16.45
0.46966,50.615,16.474
0.47019,50.767,16.498
0.46895,50.918,16.521
0.46753,51.069,16.546
0.46937,51.22,16.57
0.47048,51.367,16.593
0.46953,51.519,16.616
0.47064,51.665,16.638
0.47097,51.809,16.66
0.47122,51.958,16.682
0.47105,52.107,16.706
0.472,52.257,16.729
0.47357,52.4,16.753
0.47476,52.546,16.777
0.47352,52.695,16.8
0.47254,52.845,16.824
0.4699,52.992,16.847
0.47175,53.139,16.87
0.47089,53.288,16.893
0.47239,53.442,16.917
0.4747,53.587,16.939
0.47597,53.736,16.961
0.47556,53.886,16.985
0.47527,54.033,17.008
0.47387,54.183,17.033
0.47417,54.327,17.056
0.47677,54.468,17.079
0.47575,54.609,17.1
0.47588,54.754,17.122
0.47711,54.895,17.143
0.47748,55.035,17.165
0.47872,55.17,17.187
0.47989,55.307,17.209
0.47904,55.441,17.23
0.48018,55.58,17.251
0.48146,55.718,17.272
0.48432,55.853,17.295
0.48456,55.987,17.317
0.48571,56.119,17.338
0.48582,56.25,17.362
0.48587,56.386,17.384
0.48661,56.518,17.404
0.48656,56.647,17.426
0.48688,56.775,17.449
0.48681,56.9,17.47
0.48785,57.025,17.492
0.4887,57.149,17.513
0.48895,57.268,17.534
0.4881,57.393,17.556
0.48821,57.512,17.576
0.48845,57.636,17.598
0.48774,57.756,17.62
0.48671,57.878,17.641
0.48542,57.995,17.662
0.48636,58.115,17.685
0.48585,58.235,17.706
0.48607,58.355,17.726
0.48514,58.476,17.747
0.48448,58.598,17.77
0.48579,58.722,17.792
0.48532,58.847,17.814
0.48543,58.969,17.835
0.48633,59.093,17.857
0.48585,59.218,17.88
0.48481,59.342,17.902
0.48624,59.466,17.927
0.48576,59.591,17.949
0.48567,59.715,17.971
0.48689,59.84,17.994
0.48703,59.971,18.017
0.48834,60.105,18.041
0.48974,60.239,18.063
0.48984,60.384,18.085
0.49025,60.531,18.11
0.4907,60.687,18.132
0.4912,60.846,18.156
0.49048,61.006,18.178
0.49075,61.17,18.202
0.49134,61.334,18.224
0.49132,61.504,18.246
0.48997,61.677,18.267
0.48988,61.857,18.289
0.49072,62.038,18.311
0.49096,62.221,18.332
0.49142,62.411,18.353
0.49183,62.597,18.374
0.49235,62.785,18.396
0.49332,62.972,18.417
0.49242,63.162,18.439
0.4929,63.347,18.46
0.49273,63.533,18.481
0.49201,63.717,18.502
0.49299,63.895,18.523
0.49368,64.072,18.543
0.49236,64.254,18.563
0.4923,64.433,18.584
0.49081,64.616,18.605
0.49273,64.793,18.625
0.49197,64.967,18.645
0.49135,65.143,18.665
0.4914,65.314,18.685
0.4914,65.486,18.707
0.49147,65.657,18.727
0.49222,65.826,18.748
0.49287,65.992,18.769
0.49173,66.157,18.79
0.49091,66.318,18.809
0.4914,66.483,18.83
0.49095,66.648,18.85
0.49013,66.805,18.869
0.48896,66.962,18.889
0.48924,67.116,18.909
0.48917,67.269,18.928
0.48893,67.423,18.947
0.48994,67.573,18.968
0.48815,67.725,18.987
0.48723,67.871,19.007
0.48857,68.018,19.026
0.48807,68.162,19.045
0.48699,68.311,19.065
0.48545,68.459,19.084
0.48619,68.61,19.102
0.48587,68.754,19.122
0.48518,68.905,19.141
0.48554,69.055,19.161
0.48485,69.202,19.179
0.48633,69.352,19.198
0.48647,69.499,19.216
0.48544,69.646,19.235
0.48488,69.796,19.254
0.48511,69.941,19.273
0.48343,70.085,19.293
0.48204,70.229,19.311
0.48161,70.37,19.328
0.48238,70.506,19.347
0.48367,70.645,19.364
0.48111,70.777,19.382
0.47928,70.91,19.4
0.47628,71.048,19.418
0.47548,71.18,19.437
0.47389,71.316,19.456
0.47468,71.446,19.476
0.47415,71.581,19.495
0.47308,71.718,19.514
0.47092,71.855,19.534
0.46968,71.985,19.553
0.46916,72.114,19.574
0.46882,72.235,19.592
0.46928,72.351,19.613
0.46927,72.466,19.633
0.46617,72.58,19.652
0.46532,72.691,19.672
0.46347,72.796,19.691
0.46411,72.902,19.711
0.46421,73.001,19.731
0.46399,73.097,19.752
0.46219,73.195,19.771
0.46174,73.29,19.792
0.46017,73.382,19.812
0.46002,73.471,19.832
